id,name,type,phase,status,state,towns,counties,address,lat,lon,size_acres,capacity_mw,scale,date,lastUpdated,yearOpened,jobsConstruction,jobsLongTerm,jobsTotal,companies,zoningAllowance,landSold,bringingOwnEnergy,approx,locationTbd,moratoriumExempt,info,createdAt,updatedAt,outcome_detail
298,Maysville Data Center,Data Center,approved,,Kentucky,Maysville,Mason County,North of Germantown Road,38.68393644,-83.81782457,2080,2200,2000,2025-8,2026-5-23,,,400,,Undisclosed Developer,TRUE,unknown,unknown,True,True,False,"An undisclosed developer obtained local approval to build a massive 6-building hyperscale data center campus on approximately 2,080 acres of farmland in north of Germantown Road in Mason County. The site sits near East Kentucky Power Cooperative's Hugh L. Spurlock Generating Station and would draw 2.2 gigawatts of power by 2028, with cooling water drawn primarily from the Ohio River. The project promises roughly 400 permanent jobs and a reported capital investment exceeding $555 million, though officials have described it as an over $1 billion investment. This project has drawn significant pushback from residents, many of whom raise concerns about water and electricity demand, as well as the displacement of 28 residents of Meadowland Village, a mobile home park within the project vicinity. These residents received notice from DPD Property Management in March that the park is under contract for sale for the project, and have three months to vacate.",2026-06-02T15:21:02.006Z,2026-07-02T00:23:46.698Z,
299,Albany Kenwood Data Center,Data Center,proposed,,New York,Albany,Albany County,Former Kenwood Convent / 451 Southern Boulevard,42.62886666,-73.77148535,,,0,2026-5,2026-6-3,,,,,Undisclosed Developer,unknown,TRUE,unknown,False,True,False,The owner of the former Kenwood Convent property is proposing a data center,2026-06-02T15:21:02.006Z,2026-07-14T20:20:43.566Z,
300,Microsoft La Porte Data Center,Data Center,construction,,Indiana,La Porte,LaPorte County,300 Boyd Boulevard / Radius Industrial Park,41.57726301,-86.67836375,1800,,0,2024,2026-6-3,,,,,Microsoft,TRUE,TRUE,unknown,False,True,False,"Microsoft is constructing a $1 billion data center project, consisting of four buildings at 300 Boyd Boulevard. The project was originally announced in 2024 as a 245,000-square-foot data center campus on 489 acres of land, however as of May 2026, Microsoft has a total of ~1300 acres of land for the second campus of 11 buildings, in addition to 6 buildings currently under construction. According to the city, 15% of revenue from the project will go to the LaPorte Community School Corporation over a 20-year period.",2026-06-03T22:13:01.289Z,2026-07-02T00:23:46.698Z,
301,JPG Data Center,Data Center,approved,,Indiana,Madison,Jefferson County,Former Jefferson Proving Ground Site,38.83318591,-85.41589009,,,1500,2026-2,2026-6-3,,,300,,JPG Redevelopment LLC,TRUE,unknown,unknown,True,True,False,"In February 2026, the Jefferson County Planning and Zoning Office approved a 9-building data center project across ~2000 acres at the Jefferson Proving Ground, former 55,000-acre U.S. Army munitions testing facility. In May 2026, an appeal challenging the project was denied, allowing the project to move forward.",2026-06-03T22:13:01.289Z,2026-07-02T00:23:46.698Z,
302,Amazon Wheatfield,Data Center,proposed,,Indiana,Wheatfield,Jasper County,"NIPSCO-owned property, somewhere near the R.M. Schahfer Generating Station",41.22626387,-87.00359458,304,,3500,2026-6,2026-6-3,,,,,Amazon Web Services; NIPSCO,TRUE,TRUE,unknown,True,True,False,"Amazon is proposing a $7 billion data center campus on a 304-acre NIPSCO-owned parcel near the R.M. Schahfer Generating Station in Wheatfield. The site was chosen partly for its proximity to existing power infrastructure, which is expected to lower development and operational costs, and the project could generate over $1 billion in local tax revenue over 15 years. \n This project still requires approval from the Jasper County Council and county commissioners, and follows a recent zoning change enabling a $5.7 billion modernization of the nearby generating station, which includes new natural gas and peaker plant facilities to meet rising energy demand.",2026-06-03T22:13:01.289Z,2026-07-02T00:23:46.698Z,
303,Granville Data Center,Data Center,proposed,,Pennsylvania,Granville Township,Mifflin County,Off Loop Road,40.56908144,-77.61398863,,,0,2026-5,2026-6-3,,250,150,,Pennsylvania Data Center Partners; PowerHouse Data Centers,unknown,unknown,unknown,False,False,False,"Pennsylvania Data Center Partners and PowerHouse Data Centers are proposing a data center campus somewhere in Granville, according to a presentation given at a local community meeting on June 1st. According to the developers, the project would support between 130-250 construction jobs, as well as 150 permanent jobs. There is no available information on expected acreage, IT capacity, or water usage.",2026-06-03T22:13:01.289Z,2026-07-02T00:23:46.698Z,
304,DartPoints Former Lexmark Data Center Redevelopment,Land Purchase,preliminary,,Kentucky,Lexington,Fayette County,745 W. New Circle Road,38.0752589,-84.48732138,,,0,2026-3,2026-6-4,,,,,DartPoints; Haymaker Company,TRUE,TRUE,TRUE,False,False,False,"DartPoints, a Dallas-based data center operator, purchased a former Lexmark data center at 745 W New Circle Road for $29 million. The building is about 343,000 square feet on 29.5 acres. The site includes a substation and with an anticipated IT capacity of 20-30 MW, with expansion potential to 70 MW.",2026-06-04T04:50:35.158Z,2026-07-02T00:23:46.698Z,
305,Nashville DC Blox Data Center,Data Center,proposed,,Tennessee,Nashville,Davidson County,648 Grassmere Park,36.09042198,-86.74633128,,,0,2026-5,2026-6-5,,,,,DC BLOX,TRUE,TRUE,unknown,False,False,False,"DC BLOX is redeveloping old office buildings at 648 Grassmere Park into a 1-story 69,000-square-foot AI data center. The project would be located adjacent to the Nashville Zoo, and involves demolishing existing buildings on site. This proposal has garnered considerable pushback, particularly from the neighboring zoo, which has created an online petition campaign to pause or halt the development.",2026-06-05T04:55:24.865Z,2026-07-02T00:23:46.698Z,
306,Muskie Data Campus,Data Center,proposed,,Kentucky,Grayson,Carter County,EastPark Industrial Center,38.40017631,-82.79634195,285,,2000,2026-5,2026-6-5,,,,,TeraWulf,TRUE,TRUE,unknown,True,True,False,"TeraWulf acquired the Muskie Data Campus in Eastern Kentucky, a hyperscale HPC/AI development site capable of supporting over 1 GW of data center capacity. Phase I is expected to deliver ~500 MW across two buildings, with operations commencing in late 2028 and early 2029. Phase II will bring total campus capacity to ~1,000 MW in 2030, with further expansion potential beyond 1 GW from 2031 onward.",2026-06-05T19:29:12.145Z,2026-07-02T00:23:46.698Z,
307,Muncy Data Center,Data Center,proposed,,Pennsylvania,Muncy Township,Lycoming County,Between John Brady Drive and Susquehanna River,41.22793466,-76.81183441,,,0,2026-4,2026-6-10,,,,,Danko Holdings II; Fishlips LLC; The Liberty Group,TRUE,TRUE,TRUE,False,False,False,"Danko Holdings II and Fishlips LLC have submitted an application on April 28th, 2026 for a data center to-be located between John Brady Drive and the Susquehanna River. The project plans feature three data center buildings, six water tanks, two stormwater basins, water and sewage treatment facilities, a substation, and a security building.",2026-06-05T19:29:12.145Z,2026-07-02T00:23:46.698Z,
308,Gemini Sioux Falls Data Center,Data Center,approved,,South Dakota,Sioux Falls,Minnehaha County,"South of East Rice Street, east of North Veterans Parkway, and west of North Six Mile Road",43.59370023,-96.6401013,164,500,0,2025,2026-6-10,,,150,,Gemini Data Center LLC; A1 Development Solutions; Xcel Energy,TRUE,TRUE,unknown,False,False,False,"A California-based developer, Gemini Data Center SD LLC, has proposed a hyperscale data center campus on approximately 164 acres northeast of Sioux Falls, adjacent to an existing utility substation and power station. The facility is planned to support up to 500 MW of critical IT load across multiple two-story buildings using a closed-loop cooling system. Power would be supplied by Xcel Energy, which sold the land to the developer. The end tenant has not been disclosed. The site was rezoned light industrial by the Sioux Falls City Council in January 2026, with construction expected to begin in 2026 and operations targeted for 2028. The project is projected to support 50–150 permanent jobs.",2026-06-11T05:33:02.282Z,2026-07-02T00:23:46.698Z,
309,Sequitor Edge Rapid City,Data Center,proposed,,South Dakota,Rapid City,Pennington County,Black Hills Industrial Center / 5814 Capacitor Street,44.02731001,-103.1840971,10,10,0,2026-2,2026-6-10,,,,,Sequitor Edge; Dream Design International; Elevate Rapid City; Black Hills Energy,TRUE,TRUE,unknown,False,False,False,"Sequitor Edge, a Nebraska-based edge computing developer, has proposed a modular Tier III colocation facility on approximately 10 acres within the Black Hills Industrial Center on the south side of Rapid City. The initial build will consist of one data hall totaling approximately 30,000 square feet, capable of housing around 240 cabinets at up to 2 MW, with expansion potential to 10 MW across five data halls. The facility will use a closed-loop cooling system requiring a one-time water fill. Groundbreaking is targeted for late summer 2026 with a 14-month construction timeline, and the facility is expected to create 3-5 permanent positions.",2026-06-17T22:10:26.090Z,2026-07-02T00:23:46.698Z,
310,Polaris Forge 1,Data Center,operational,,North Dakota,Ellendale,Dickey County,9685 87th Avenue,46.01289235,-98.57186221,,400,1000,2022-9,2026-6-10,,,5,,Applied Digital; CoreWeave; Montana-Dakota Utilities,unknown,unknown,unknown,True,True,False,"Applied Digital has developed a 400 MW AI-focused campus on the outskirts of Ellendale. The facility uses a waterless, direct-to-chip liquid cooling system and is fully contracted to CoreWeave under long-term leases totaling multiple buildings. The first 100 MW building reached full operational status in late 2025 across two phases. The campus is designed for a projected PUE of approximately 1.18 and near-zero water usage effectiveness.",2026-06-17T22:10:26.090Z,2026-07-02T00:23:46.698Z,
311,Polaris Forge 2,Data Center,construction,,North Dakota,Harwood,Cass County,Unknown,46.96719859,-96.87059463,,1000,1500,2025-8,2026-6-10,,,200,,Applied Digital; Oracle; Cass County Electric Cooperative; Minnkota Power Cooperative,unknown,unknown,unknown,True,True,False,"Applied Digital has broken ground on a $3 billion AI campus on more than 900 acres north of Fargo. The initial buildout covers 280 MW across two buildings, with expansion rights extending to a full 1 GW. Power is supplied through Cass County Electric Cooperative, with Applied Digital funding approximately $75 million in grid infrastructure upgrades through Minnkota Power Cooperative. The facility is contracted to an undisclosed U.S.-based hyperscale tenant and is expected to employ more than 200 full-time workers, with initial capacity expected in 2026 and full capacity by early 2027.",2026-06-17T22:10:26.090Z,2026-07-02T00:23:46.698Z,
312,Applied Digital Oliver County,Data Center,proposed,,North Dakota,Center,Oliver County,Unknown,47.10645479,-101.344641,,430,2500,2026-2,2026-6-10,,1000,200,,Applied Digital; Minnkota Power Cooperative,unknown,unknown,unknown,True,True,False,"Applied Digital has proposed an AI-focused campus of approximately 430 MW near the town of Center in central North Dakota. The facility would follow the same liquid-cooled design used at the company's existing North Dakota campuses and is expected to require an 18–24 month construction period. The project is projected to create approximately 200 permanent jobs and around 1,000 temporary construction positions. A county-level rezoning moratorium was passed in March 2026 and subsequently repealed in April 2026. A formal rezoning application was filed in May 2026, and the project remains pending county approval.",2026-06-17T22:10:26.090Z,2026-07-02T00:23:46.698Z,
